CÓDIGO - ALUMNO,EDAD,SEXO,NACIONALIDAD,POBLACIÓN,TIEMPO DE ESTUDIO,ACTIVIDADES EXTRACADÉMICAS,TAMAÑO DE LA FAMILIA,TIPO DE VIVIENDA,ENCARGADO DEL MENOR,ESTADO CIVIL - PADRE,EDUCACIÓN - PADRE,TRABAJO - PADRE,NACIONALIDAD - PADRE,VIVE CON EL ESTUDIANTE - PADRE,ESTADO CIVIL - MADRE,EDUCACIÓN - MADRE,TRABAJO - MADRE,NACIONALIDAD - MADRE,VIVE CON EL ESTUDIANTE - MADRE,GRADO,AÑO LECTIVO,ÁREA,COMPETENCIA,NOTA,AÑO,ENFERMEDADES,TIENE NECESIDADES ESPECIALES
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,INGLÉS,COM0021,A,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,INGLÉS,COM0022,AD,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,INGLÉS,COM0023,AD,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,A,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,A,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,A,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,A,2018,Ninguna,NO
A00006,9,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,A,2018,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0001,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0002,AD,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0003,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0004,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0005,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0006,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0007,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0008,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,ARTE Y CULTURA,COM0009,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,ARTE Y CULTURA,COM0010,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0011,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0012,AD,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0013,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0014,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0015,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0016,B,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0017,B,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0018,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0019,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0020,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0021,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0022,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0023,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,A,2019,Ninguna,NO
A00006,10,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,A,2019,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0001,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0002,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0003,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0004,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0005,AD,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0006,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0007,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0008,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,ARTE Y CULTURA,COM0009,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,ARTE Y CULTURA,COM0010,AD,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0011,AD,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0012,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0013,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0014,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0015,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0016,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0017,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0018,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0019,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0020,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0021,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0022,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0023,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,AD,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,AD,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,A,2020,Ninguna,NO
A00006,11,Femenino,PERÚ,Urbano,4 - 6 horas,Ninguno,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,SI,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,A,2020,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,"DESARROLLO PERSONAL, CIUDADANÍA Y CÍVICA",COM0001,AD,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,"DESARROLLO PERSONAL, CIUDADANÍA Y CÍVICA",COM0002,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0006,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0007,B,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0029,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,ARTE Y CULTURA,COM0009,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,ARTE Y CULTURA,COM0010,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0011,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0030,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0031,B,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0014,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0015,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0016,B,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0040,B,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,CIENCIA Y TECNOLOGÍA,COM0035,B,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,CIENCIA Y TECNOLOGÍA,COM0019,A,2021,Ninguna,NO
A00006,12,Femenino,PERÚ,Urbano,2 - 4 horas,Equipos Extracadémicos,5 - 8,Conjunto Residencial,Madre,Casado,Educación Universitaria,Construcción,PERÚ,NO,Casado,Educación Universitaria,Artes Gráficas,PERÚ,SI,SECUNDARIA,PRIMER AÑO,CIENCIA Y TECNOLOGÍA,COM0036,A,2021,Ninguna,NO
